gender,age,tenure,monthlycharges,paymentmethod,industry
0,27.0,17.0,35.86,2,0
1,44.0,43.0,48.14,9,0
0,28.0,7.0,64.95,5,2
1,66.0,23.0,40.65,0,2
0,53.0,2.0,32.77,4,0
1,22.0,19.0,44.49,2,1
0,42.0,15.0,53.05,2,1
0,46.0,17.0,70.0,5,2
1,39.0,44.0,59.85,0,2
1,61.0,44.0,68.71,2,0
1,26.0,30.0,47.43,8,1
0,23.0,46.0,35.05,0,2
0,56.0,52.0,25.05,0,2
0,53.0,48.0,47.41,4,1
1,49.0,22.0,89.46,7,0
0,25.0,71.0,84.8,0,2
0,63.0,14.0,44.56,4,0
1,28.0,72.0,105.6,0,2
1,38.0,13.0,28.69,2,1
0,24.0,67.0,53.4,3,2
0,47.0,21.0,36.17,4,1
1,58.0,54.0,36.33,8,1
1,31.0,16.0,84.57,1,0
1,45.0,28.0,72.03,4,0
1,69.0,72.0,19.85,0,2
0,46.0,35.0,55.88,2,1
0,23.0,32.0,37.54,4,1
1,19.0,28.0,44.02,9,0
0,25.0,34.0,39.94,4,1
1,56.0,26.0,19.8,3,2
1,50.0,5.0,63.95,3,2
1,25.0,36.0,95.0,0,2
0,21.0,68.0,54.45,3,2
0,39.0,9.0,24.08,4,1
1,55.0,44.0,22.64,4,0
1,42.0,50.0,90.1,3,2
0,23.0,37.0,38.87,2,1
1,60.0,11.0,54.85,4,0
1,43.0,59.0,63.15,8,0
1,50.0,20.0,38.88,9,0
0,59.0,40.0,51.56,8,1
1,63.0,12.0,99.62,7,0
0,67.0,1.0,69.4,6,2
1,21.0,13.0,19.95,6,2
0,29.0,2.0,32.73,8,1
0,42.0,20.0,40.16,8,1
1,51.0,3.0,30.4,5,2
1,31.0,19.0,61.55,3,2
0,51.0,6.0,47.95,5,2
1,64.0,28.0,60.9,6,2
1,37.0,3.0,29.9,5,2
0,45.0,60.0,37.7,0,2
0,45.0,53.0,92.5,1,0
1,63.0,34.000000950407205,58.740001537978124,2,1
1,70.0,67.0,81.35,3,2
0,26.0,29.0,44.24,2,1
1,32.0,9.0,35.68,8,1
1,32.0,54.0,74.0,0,2
1,40.0,36.0,93.6,5,2
1,36.0,51.0,64.78,2,1
1,64.0,33.0,49.14,2,1
0,37.0,1.0,44.0,6,2
0,20.0,1.0,54.65,5,2
1,25.0,9.0,24.42,4,0
1,22.0,39.0,56.47,8,1
0,61.0,20.0,22.11,4,0
0,28.0,44.0,71.23,1,0
1,30.0,1.0,19.45,5,2
1,68.0,3.999998591488313,43.0599998228344,2,1
0,32.0,63.0,79.85,3,2
0,52.0,34.0,105.35,0,2
1,63.0,34.0,69.15,3,2
0,59.0,46.0,101.05,2,0
0,33.0,4.0,47.9,2,0
1,64.0,72.0,108.2,5,2
1,48.0,46.0,67.35,8,0
1,62.0,6.0,38.61,2,1
1,27.0,35.0,19.9,5,2
0,56.0,52.0,53.89,4,1
1,30.0,1.0,20.95,0,2
1,53.0,55.0,104.15,5,2
1,28.0,58.0,53.68,8,1
0,62.0,23.0,117.18,4,0
0,54.0,14.0,31.09,4,1
0,34.0,32.0,114.59,7,0
1,43.0,30.0,54.45,0,2
1,45.0,37.0,65.6,0,2
1,55.0,35.0,116.51,7,0
1,45.0,53.0,66.41,8,1
0,55.0,33.0,32.99,7,0
1,65.0,1.0,70.0,5,2
0,34.0,47.0,81.32,4,0
1,19.0,36.0,87.53,9,0
1,70.0,53.000000369462306,60.73999951693827,2,1
1,55.0,72.0,111.9,3,2
0,63.0,26.0,31.44,4,1
1,32.0,51.0,50.47,2,0
1,30.0,7.0,48.7,5,2
1,55.0,50.0,96.59,2,0
1,30.0,14.999998586125812,38.33000237522116,8,1
0,18.0,31.0,108.53,7,0
1,35.0,39.0,48.84,7,0
1,47.0,13.0,45.18,4,1
1,37.0,47.0,48.15,2,1
0,30.0,1.0,44.9,0,2
1,55.0,23.0,78.04,1,0
1,35.0,35.0,22.81,4,0
1,46.0,23.0,55.3,0,2
1,55.0,36.00000305222804,57.27000062062676,4,1
0,21.0,44.0,50.68,8,1
0,29.0,18.0,56.85,2,0
1,64.0,49.00000031874902,42.00000044834478,8,1
1,65.0,41.999999440627064,60.84999871792192,2,1
1,67.0,19.99999966088546,56.139999459353014,2,1
1,48.0,23.0,43.92,2,1
0,34.0,63.0,24.2,6,2
1,41.0,64.0,76.87,7,0
0,70.0,20.0,75.64,1,0
0,64.0,29.0,87.8,3,2
0,58.0,28.0,35.75,6,2
0,30.0,11.0,117.09,8,0
1,52.0,3.0,53.4,3,2
0,63.0,34.0,55.0,6,2
0,64.0,16.0,79.5,3,2
1,24.0,48.0,70.55,3,2
1,30.0,57.99999995934014,45.459999944513555,2,1
0,52.0,64.0,101.25,2,0
0,61.0,24.0,19.55,0,2
1,52.0,19.0,53.73,8,1
1,56.0,43.0,80.2,5,2
0,41.0,23.0,90.15,6,2
1,26.0,71.0,83.2,5,2
1,65.0,1.0,69.65,5,2
0,38.0,31.0,59.88,8,1
0,36.0,7.0,114.75,4,0
0,23.0,1.0,24.7,6,2
1,69.0,7.0,38.55,6,2
1,60.0,13.0,19.95,5,2
1,45.0,25.0,20.95,0,2
0,36.0,21.00000016550559,39.720000223566,4,1
1,66.0,56.99999925705962,62.88000004069433,2,1
0,52.0,48.0,73.85,0,2
1,28.0,24.0,52.27,2,0
1,57.0,15.0,19.75,6,2
0,43.0,36.0,56.99,7,0
1,21.0,49.0,47.2,8,1
0,59.0,25.0,51.09,4,0
1,51.0,62.0,26.7,2,0
0,44.0,31.000000802655894,40.91999903746909,8,1
0,25.0,37.0,44.58,8,1
1,70.0,1.0,44.65,6,2
0,42.0,34.0,32.19,7,0
1,36.0,1.0,20.0,6,2
0,40.0,32.0,94.0,8,0
0,33.0,10.0,19.95,0,2
1,61.0,27.000001837537845,41.8800006607561,8,1
0,33.0,3.0,91.5,3,2
0,61.0,2.0,69.65,5,2
0,25.0,34.0,109.8,6,2
0,30.0,48.0,64.52,9,0
1,48.0,68.0,93.69,4,0
0,45.0,18.0,60.6,6,2
1,44.0,46.00000001508854,48.17999959057603,4,1
0,58.0,6.0,28.74,7,0
0,31.0,56.0,28.6,4,0
0,60.0,17.0,104.96,7,0
0,52.0,15.0,48.76,8,1
0,52.0,55.0,45.37,2,0
0,59.0,40.99999879108375,60.850000377933014,2,1
0,33.0,3.0,42.08,4,1
1,38.0,23.0,57.2,3,2
1,31.0,69.0,92.27,2,0
1,50.0,46.0,40.4,3,2
1,51.0,9.000000122998658,31.94999931371236,4,1
0,21.0,48.00000048767923,48.42999942188907,2,1
0,37.0,66.0,50.73,8,0
1,27.0,5.0,24.3,6,2
0,44.0,47.0,109.36,2,0
1,25.0,37.0,105.82,9,0
1,53.0,10.0,98.9,5,2
1,69.0,38.0,91.24,8,0
0,51.0,18.0,41.79,8,1
1,66.0,50.0,54.03,8,1
0,70.0,49.0,59.75,3,2
1,48.0,10.000002139976107,30.699997614556413,8,1
0,61.0,9.99999969197326,44.77000046393622,2,1
0,27.0,23.0,50.07,4,0
0,34.0,37.0,51.36,8,1
1,26.0,47.0,107.35,0,2
1,53.0,3.0,116.75,4,0
1,19.0,63.0,74.48,2,0
0,67.0,31.0,56.53,2,1
1,28.0,25.0,54.59,4,1
0,25.0,58.0,22.12,2,0
0,27.0,12.0,28.4,2,1
0,31.0,32.0,73.6,6,2
0,46.0,21.0,35.08,4,1
1,35.0,47.0,44.44,2,1
1,38.0,7.0,42.97,4,0
1,27.0,5.0,19.25,6,2
0,62.0,9.0,93.34,8,0
1,67.0,72.0,110.9,3,2
1,47.0,1.0,70.05,5,2
0,34.0,4.0,118.17,8,0
0,65.0,50.0,84.96,9,0
0,51.0,12.0,40.53,8,1
1,56.0,12.0,44.46,8,1
1,43.0,18.0,20.05,0,2
0,31.0,34.0,104.73,7,0
1,38.0,11.0,33.27,4,1
0,69.0,9.0,28.68,2,1
0,30.0,14.0,80.35,0,2
0,58.0,53.0,117.09,9,0
1,42.0,50.0,59.7,4,1
0,54.0,15.0,71.89,1,0
1,45.0,28.0,98.76,8,0
1,65.0,23.0,20.15,0,2
1,43.0,53.0,76.37,9,0
0,57.0,13.0,23.38,1,0
0,51.0,22.0,50.59,1,0
1,51.0,18.0,44.25,4,1
0,68.0,52.0,44.15,8,1
0,40.0,39.0,101.25,5,2
0,55.0,27.0,116.52,8,0
1,36.0,66.0,42.24,1,0
1,34.0,13.0,77.92,1,0
0,61.0,20.0,60.0,5,2
1,29.0,18.0,52.98,8,1
1,51.0,64.0,24.4,0,2
0,44.0,19.0,41.62,7,0
1,58.0,42.0,46.48,9,0
0,36.0,3.0,94.9,5,2
1,45.0,16.0,87.71,2,0
0,68.0,18.0,91.18,9,0
1,69.0,24.0,70.3,3,2
0,66.0,18.0,39.81,2,1
0,47.0,10.0,58.09,8,0
1,57.0,46.0,94.9,3,2
0,23.0,34.0,82.76,1,0
1,34.0,19.0,104.11,2,0
1,28.0,52.999999127304335,43.85999890332075,4,1
1,18.0,61.0,54.64,1,0
1,27.0,29.0,101.45,0,2
0,40.0,3.0,37.41,4,1
0,25.0,38.0,51.09,8,1
0,62.0,34.0,50.0,8,1
1,40.0,3.0,29.98,2,0
0,54.0,23.0,45.85,8,1
0,70.0,43.0,58.75,4,1
0,62.0,54.0,104.1,0,2
0,57.0,54.0,63.35,8,1
1,51.0,39.0,105.65,5,2
1,66.0,5.0,82.48,1,0
1,39.0,20.0,43.0,8,1
1,57.0,11.0,37.52,4,1
0,35.0,56.0,98.25,5,2
1,20.0,72.0,115.15,0,2
1,65.0,30.0,88.71,7,0
0,56.0,45.0,97.05,5,2
1,59.0,36.0,38.24,4,1
1,34.0,19.0,25.35,3,2
1,68.0,21.0,50.13,4,1
0,50.0,14.0,45.08,4,0
1,32.0,24.0,51.15,5,2
1,38.0,25.0,40.87,4,1
0,54.0,35.0,20.75,6,2
1,37.0,24.0,54.75,5,2
0,51.0,28.000000010657146,33.96999833432308,8,1
0,34.0,59.0,51.52,2,1
0,32.0,1.0,55.8,5,2
1,49.0,16.0,32.43,8,1
1,34.0,44.0,98.48,1,0
0,39.0,55.0,49.24,8,1
1,64.0,17.0,20.1,6,2
0,66.0,33.0,59.55,0,2
0,53.0,11.0,83.29,4,0
1,51.0,1.0,74.7,5,2
1,40.0,3.0,41.35,6,2
1,47.0,49.0,109.2,3,2
1,26.0,10.0,51.28,4,1
1,49.0,7.0,50.5,8,1
0,24.0,58.0,75.89,8,0
1,18.0,6.0,22.48,1,0
0,69.0,29.0,66.1,5,2
0,29.0,27.0,55.75,2,1
1,32.0,4.0,19.0,6,2
0,38.0,42.00000054147645,39.96999989356131,8,1
0,65.0,29.0,59.46,4,0
1,70.0,32.0,87.65,0,2
0,57.0,21.0,35.1,6,2
1,57.0,49.0,87.67,2,0
0,47.0,52.0,49.68,4,1
1,70.0,7.0,108.55,7,0
1,34.0,43.0,50.38,8,1
0,23.0,68.0,118.57,9,0
0,68.0,64.0,20.2,6,2
0,63.0,10.0,20.55,6,2
1,70.0,7.999998119037121,41.53000054922823,8,1
1,67.0,46.0,65.53,2,1
1,24.0,1.0,105.65,2,0
0,70.0,65.0,34.83,2,0
1,57.0,10.0,99.64,4,0
1,23.0,71.0,82.55,5,2
1,63.0,65.0,104.26,8,0
0,20.0,47.0,52.83,2,0
0,69.0,33.0,111.86,1,0
0,61.0,3.0,26.15,4,1
0,67.0,67.0,69.9,0,2
0,54.0,58.0,92.19,8,0
1,36.0,57.0,65.96,4,1
0,61.0,35.0,37.02,7,0
1,45.0,69.0,79.2,3,2
1,39.0,16.0,71.4,0,2
0,21.0,29.0,47.01,8,0
0,26.0,12.0,39.73,8,1
1,24.0,45.0,78.8,0,2
1,34.0,45.0,53.3,3,2
1,58.0,30.0,83.63,1,0
1,49.0,49.00000108496795,42.00000105552053,8,1
1,64.0,54.000000084388226,47.71999854104688,4,1
0,22.0,52.0,97.86,4,0
0,58.0,22.0,49.48,4,1
1,31.0,47.0000007668928,53.81999921197192,2,1
0,60.0,27.0,36.9,8,1
0,56.0,2.0,65.7,6,2
0,26.0,35.0,41.69,2,1
0,34.0,52.0,95.7,3,2
1,42.0,43.0,40.45,5,2
1,60.0,42.0,55.98,2,1
0,49.0,59.0,57.95,2,1
1,36.0,69.0,95.2,3,2
1,43.0,8.0,69.95,3,2
1,37.0,39.99999930817381,60.17999986098137,2,1
0,29.0,14.0,50.1,0,2
0,68.0,24.0,25.15,3,2
1,26.0,20.000000659848556,56.36999969743182,4,1
0,28.0,28.0,90.11,1,0
0,48.0,52.0,80.95,0,2
0,24.0,26.0,33.34,9,0
0,30.0,31.0,45.43,2,1
0,37.0,7.0,69.2,0,2
1,55.0,50.0,61.59,1,0
1,44.0,25.0,51.67,7,0
0,58.0,48.0,99.7,0,2
1,37.0,2.0,20.3,6,2
1,22.0,30.0,45.95,8,1
0,23.0,1.0,20.15,6,2
0,28.0,37.0,42.48,2,1
0,53.0,69.0,82.45,3,2
1,50.0,30.99999963240858,56.40000045624286,4,1
1,30.0,13.0,31.91,1,0
0,54.0,11.99999888256358,40.319998910443424,4,1
0,63.0,29.0,110.61,7,0
1,51.0,1.0,44.4,5,2
0,50.0,14.0,84.49,8,0
0,55.0,4.0,50.85,6,2
1,54.0,34.0,45.83,2,1
0,34.0,42.0,60.28,4,1
1,65.0,9.00000053328393,48.03000022315087,8,1
0,20.0,22.0,84.75,5,2
0,66.0,5.0,80.7,5,2
1,48.0,14.0,74.95,5,2
1,59.0,4.0,48.2,8,1
1,43.0,51.0,94.8,5,2
0,24.0,10.0,75.54,4,0
0,54.0,3.0,83.75,5,2
0,58.0,60.0,118.58,9,0
1,65.0,2.0,62.46,1,0
1,68.0,0.0,19.85,6,2
0,41.0,12.0,108.78,8,0
0,31.0,26.0,51.3,2,1
0,38.0,2.0,25.76,4,1
0,37.0,65.0,71.0,0,2
0,27.0,27.0,35.86,9,0
0,47.0,25.00000027111936,44.68999884715439,8,1
1,45.0,32.999999144723546,50.449999512425514,4,1
0,24.0,9.0,30.78,8,1
1,36.0,1.0,49.0,3,2
1,30.0,45.0,108.45,3,2
0,19.0,11.0,46.23,9,0
1,20.0,39.99999988718793,50.13000111207531,2,1
1,26.0,8.0,32.74,4,1
0,42.0,42.0,63.09,4,1
0,35.0,48.0,54.31,2,0
1,50.0,55.0,55.34,4,1
1,54.0,43.0,59.75,2,1
1,60.0,38.0,70.15,3,2
0,28.0,54.0,46.23,4,1
0,70.0,55.999999191962104,61.08999990671684,2,1
1,47.0,2.0,79.95,5,2
0,31.0,60.0,99.32,2,0
0,26.0,57.0,37.78,2,0
0,64.0,66.0,72.78,9,0
1,21.0,19.0,36.42,2,1
0,32.0,6.0,45.0,3,2
1,58.0,51.0,42.5,9,0
1,65.0,51.0,57.17,4,1
1,37.0,43.0,50.39,8,1
1,22.0,56.0,105.35,6,2
1,42.0,72.0,20.7,0,2
0,32.0,29.0,25.1,3,2
0,40.0,23.999999659531525,34.89999972692598,2,1
1,23.0,55.0,90.4,3,2
0,31.0,37.0,79.85,2,0
0,66.0,56.0,33.19,4,0
1,66.0,37.0,29.52,8,0
1,58.0,17.0,111.1,7,0
0,27.0,61.0,104.4,3,2
0,41.0,43.000000221256286,58.33999997336766,2,1
1,36.0,35.0,61.2,6,2
0,68.0,34.0,100.45,5,2
0,65.0,12.0,48.11,8,1
0,70.0,7.0,34.73,1,0
0,62.0,69.0,61.45,3,2
0,62.0,43.0,90.25,5,2
1,20.0,65.0,94.55,3,2
0,37.0,4.0,19.6,6,2
1,68.0,6.0,38.51,2,1
1,38.0,53.00000216711987,62.56999909590766,4,1
1,53.0,61.0,79.09,2,0
1,29.0,32.00000101191365,33.55999916928736,8,1
1,38.0,33.0,98.7,9,0
1,26.0,70.0,24.25,0,2
0,33.0,45.0,52.99,8,1
1,46.0,9.0,20.4,6,2
0,30.0,14.0,45.84,2,1
1,24.0,10.0,40.2,4,1
0,35.0,58.0,52.25,4,1
1,50.0,47.00000163027265,45.66999862352034,4,1
1,45.0,1.0,44.6,6,2
1,43.0,20.0,90.7,3,2
1,35.0,6.0,32.37,4,1
0,32.0,35.0,80.05,3,2
1,51.0,37.0,60.04,8,1
0,56.0,11.0,111.56,8,0
1,56.0,63.0,105.09,8,0
0,59.0,13.0,28.08,7,0
0,70.0,55.999998936584994,40.71999845879791,4,1
1,55.0,47.0,85.5,6,2
1,60.0,7.0,95.21,7,0
1,66.0,45.0,53.81,8,1
1,70.0,59.0,61.35,0,2
0,33.0,43.0,37.49,4,1
1,23.0,44.0,61.9,6,2
0,21.0,41.0,19.7,0,2
1,51.0,53.0,94.84,2,0
0,28.0,46.0,103.12,8,0
0,32.0,15.0,62.96,7,0
1,70.0,34.0,103.8,5,2
1,21.0,7.0,94.7,3,2
0,43.0,37.0,26.45,6,2
0,66.0,31.0,46.54,2,1
1,58.0,20.0,84.35,5,2
0,32.0,1.0,69.55,5,2
1,67.0,26.0,56.22,1,0
1,55.0,6.000000178527384,37.080000288385094,8,1
0,48.0,57.0,73.16,1,0
0,69.0,48.0,50.55,9,0
1,25.0,43.0,44.16,2,1
0,26.0,67.0,83.96,1,0
1,67.0,25.0,88.95,5,2
0,20.0,46.0,19.25,6,2
1,59.0,23.0,52.35,8,1
1,40.0,2.0,53.45,5,2
1,50.0,60.0,84.95,5,2
1,55.0,7.0,51.07,4,1
1,49.0,50.0,62.0,8,1
0,49.0,49.0,44.26,2,1
1,61.0,39.0,61.72,4,1
0,69.0,2.0,69.75,0,2
1,44.0,51.0,47.82,8,1
1,47.0,36.0,57.27,4,1
1,29.0,1.0,25.0,6,2
0,50.0,46.0,57.43,8,1
1,27.0,65.0,99.35,5,2
0,48.0,39.0,21.18,1,0
1,20.0,59.0,92.8,2,0
0,31.0,12.0,78.1,0,2
0,60.0,27.000000815782354,39.11999954304737,2,1
0,23.0,28.0,91.7,9,0
1,42.0,36.0,41.69,4,1
0,57.0,8.0,42.3,4,0
0,68.0,12.000000863783187,35.72999968618232,2,1
0,67.0,29.0,74.94,7,0
1,18.0,59.0,105.82,8,0
0,49.0,20.0,20.0,6,2
0,46.0,31.0,104.2,5,2
1,54.0,11.0,43.92,2,1
1,26.0,15.0,85.3,5,2
0,47.0,16.0,63.05,0,2
0,40.0,33.0,60.9,6,2
0,63.0,12.0,45.05,5,2
0,44.0,29.0,101.67,2,0
0,40.0,55.0,62.31,2,0
0,30.0,22.0,77.0,7,0
0,60.0,50.0,51.01,4,1
0,62.0,26.0,30.1,8,0
0,27.0,16.0,41.54,8,1
0,39.0,33.0,52.94,8,0
1,70.0,15.0,40.36,2,1
1,56.0,45.99999915219399,48.180001677418225,4,1
1,23.0,26.0,37.39,4,1
1,31.0,20.0,19.7,6,2
1,51.0,25.999999497039436,42.83999804539638,8,1
0,52.0,22.0,19.25,6,2
0,47.0,29.0,54.87,8,1
1,61.0,9.0,102.6,3,2
0,37.0,48.0,103.35,1,0
0,31.0,46.0,119.86,9,0
1,33.0,8.0,42.84,8,1
0,26.0,28.0,32.68,2,1
1,43.0,41.0,35.69,4,1
1,52.0,38.0,47.53,8,1
0,69.0,8.0,53.5,2,1
1,35.0,67.0,88.03,2,0
1,42.0,58.0,25.47,9,0
0,52.0,23.0,33.27,4,0
0,23.0,46.0,30.62,7,0
0,64.0,50.0,20.96,8,0
1,67.0,63.0,40.6,0,2
1,45.0,16.0,90.8,0,2
1,49.0,36.0,68.97,4,0
1,37.0,16.0,91.61,4,0
0,31.0,3.0,36.77,4,0
0,47.0,39.0,54.88,8,1
1,27.0,11.999999377784148,39.91999973941677,2,1
0,58.0,27.0,28.53,4,0
1,27.0,2.0,112.34,8,0
0,42.0,55.0,47.5,4,1
0,44.0,9.0,19.75,6,2
1,40.0,1.0,37.55,4,1
1,20.0,62.0,103.75,5,2
0,45.0,18.0,42.65,8,1
0,47.0,27.0,52.78,2,1
1,64.0,67.0,90.6,3,2
0,30.0,1.0,25.2,5,2
1,70.0,55.0,55.86,2,1
0,44.0,2.0,30.9,5,2
1,36.0,3.0,88.53,2,0
1,61.0,5.0,56.15,5,2
0,20.0,20.0,111.23,7,0
1,63.0,52.0,49.59,8,1
1,35.0,68.0,76.75,3,2
0,63.0,36.0,36.98,2,1
1,52.0,29.0,75.3,3,2
0,53.0,14.0,116.95,7,0
0,62.0,2.0,114.59,8,0
0,25.0,13.0,37.62,2,1
1,46.0,54.0,53.56,8,1
0,57.0,19.0,41.24,8,1
1,42.0,32.0,96.15,3,2
0,38.0,3.0,118.84,2,0
1,37.0,31.0,42.48,4,1
0,37.0,68.0,64.48,7,0
1,69.0,33.0,57.75,2,1
1,43.0,65.0,109.15,5,2
1,56.0,2.0,19.9,3,2
0,59.0,11.0,64.4,2,0
1,32.0,59.0,49.77,8,1
0,18.0,50.0,66.73,7,0
1,45.0,43.999998614427284,48.85000050051684,8,1
0,44.0,18.0,95.05,0,2
0,39.0,19.0,38.02,2,1
0,52.0,51.99999887048524,54.06000054196656,8,1
1,64.0,21.0,75.9,0,2
1,56.0,7.0,117.07,7,0
1,66.0,8.0,43.34,4,1
1,29.0,1.0,70.6,6,2
1,30.0,50.0,75.14,4,0
1,45.0,17.0,33.22,8,1
0,19.0,61.0,32.84,9,0
0,55.0,57.000000119042085,46.8800001504273,8,1
1,60.0,55.0,96.8,5,2
0,47.0,11.0,66.35,5,2
1,26.0,16.0,55.36,2,1
1,54.0,2.0,47.13,1,0
1,37.0,2.0,62.08,9,0
0,31.0,24.0,78.4,5,2
0,66.0,34.0,36.86,2,1
1,70.0,60.0,59.8,6,2
0,41.0,16.0,49.95,5,2
0,55.0,4.0,78.9,6,2
0,43.0,26.0,45.19,8,1
1,66.0,17.0,42.97,8,1
0,56.0,71.0,87.95,0,2
0,24.0,26.000002248708213,46.439998667348696,8,1
1,57.0,22.0,33.3,2,1
1,29.0,24.0,93.15,5,2
1,41.0,7.0,54.85,6,2
1,41.0,72.0,86.65,0,2
1,18.0,29.0,82.41,9,0
0,64.0,68.0,60.65,0,2
1,51.0,11.0,51.76,8,1
1,58.0,3.0,86.05,6,2
0,25.0,12.0,91.3,5,2
1,65.0,6.0,55.7,0,2
1,69.0,61.0,76.52,7,0
1,47.0,63.0,99.7,3,2
0,49.0,33.0,55.13,2,1
1,30.0,55.0,52.17,2,1
0,69.0,25.999997020938803,48.14999945863079,4,1
1,66.0,1.0,20.4,6,2
0,42.0,60.0,78.52,9,0
1,62.0,45.0,77.05,7,0
1,34.0,1.0,20.1,6,2
1,25.0,47.99999927720612,47.28999951158394,8,1
1,38.0,48.0,19.25,6,2
0,36.0,41.0,78.39,2,0
0,34.0,2.0,31.18,8,1
0,37.0,22.0,84.71,8,0
0,27.0,40.0,105.95,3,2
1,62.0,46.0,25.45,8,0
0,52.0,23.0,84.4,6,2
0,18.0,62.0,51.34,1,0
1,49.0,8.0,81.25,5,2
1,37.0,72.0,65.1,3,2
0,20.0,45.0,96.75,0,2
1,65.0,60.0,20.5,0,2
1,69.0,71.0,100.55,0,2
1,48.0,43.0,29.3,3,2
1,54.0,24.999999426296498,55.670000631188444,8,1
1,56.0,65.0,67.05,3,2
1,30.0,27.0,72.47,2,0
1,32.0,6.0,26.35,6,2
1,20.0,44.0,20.0,0,2
1,25.0,19.999999186454957,42.03999939046875,2,1
1,30.0,12.0,51.11,4,1
1,34.0,17.0,20.98,2,0
1,47.0,10.0,27.73,4,0
1,59.0,56.0,57.7,8,1
0,36.0,65.0,62.38,7,0
1,18.0,66.0,103.22,4,0
0,69.0,57.0,84.9,8,0
0,19.0,48.0,37.2,2,0
0,50.0,9.0,75.5,3,2
1,56.0,56.0,38.53,7,0
1,25.0,33.0,34.55,8,1
1,29.0,33.0,118.18,7,0
0,35.0,2.0,29.05,0,2
0,50.0,44.0,102.14,4,0
0,67.0,36.0,95.82,1,0
0,61.0,39.0,46.32,4,1
0,33.0,1.0,43.95,3,2
0,54.0,11.0,20.1,3,2
1,58.0,6.0,93.79,2,0
0,34.0,22.0,108.5,8,0
0,34.0,18.0,117.56,2,0
0,26.0,10.0,80.05,0,2
0,38.0,51.0,44.87,8,1
1,70.0,59.0,37.6,4,0
1,69.0,48.0,20.05,6,2
1,51.0,68.0,111.82,4,0
0,19.0,25.0,80.55,2,0
0,43.0,6.0,43.32,1,0
0,55.0,28.0,89.9,3,2
0,39.0,44.999999520813994,58.16999844855092,4,1
1,56.0,43.99999964612103,48.999998391474065,4,1
0,57.0,49.0,20.7,3,2
1,24.0,44.0,20.05,6,2
1,25.0,11.0,75.9,6,2
0,42.0,17.0,63.44,4,0
1,37.0,16.0,43.09,4,1
1,58.0,25.0,44.49,4,0
0,38.0,31.0,113.8,1,0
0,20.0,50.0,96.61,1,0
0,25.0,48.0,47.14,9,0
1,23.0,1.0,27.08,8,1
0,29.0,50.0,86.5,9,0
0,33.0,1.0,75.3,5,2
0,46.0,66.0,95.84,2,0
1,59.0,62.0,88.71,7,0
0,40.0,9.0,74.85,5,2
0,47.0,69.0,105.35,0,2
0,68.0,22.0,111.33,9,0
1,42.0,31.000001532680095,56.49999884697769,4,1
1,41.0,14.0,50.94,4,1
0,56.0,15.0,86.2,5,2
0,64.0,30.0,47.27,8,1
0,36.0,39.0,84.17,8,0
1,41.0,16.0,88.74,1,0
1,51.0,47.0,105.03,9,0
0,30.0,19.0,38.72,4,1
0,27.0,11.0,107.93,4,0
1,20.0,18.0,93.9,0,2
1,29.0,1.0,24.25,5,2
0,50.0,39.0,95.55,5,2
1,56.0,44.00000075991095,58.179999173218384,2,1
0,45.0,17.0,92.7,3,2
0,20.0,69.0,117.74,8,0
1,34.0,1.0,19.75,6,2
0,55.0,38.0,75.82,9,0
0,22.0,0.9999987373043061,30.260001579567025,8,1
1,35.0,53.99999901508878,52.050000792241285,8,1
1,24.0,23.0,90.68,2,0
0,39.0,64.0,25.55,6,2
0,40.0,17.0,34.43,2,0
1,22.0,10.0,74.15,6,2
1,47.0,25.0,20.75,6,2
0,43.0,16.0,47.36,8,1
1,26.0,26.999997788420412,53.01000103483248,4,1
1,66.0,54.0,117.53,2,0
1,60.0,59.0,64.65,5,2
0,69.0,53.0,99.62,2,0
0,36.0,36.99999962622391,63.270000514118884,8,1
1,41.0,11.0,48.45,2,0
0,34.0,1.0,60.15,5,2
0,31.0,11.0,98.05,4,0
1,39.0,61.0,84.11,8,0
1,69.0,20.0,107.96,4,0
0,60.0,69.0,63.25,2,0
1,38.0,57.0,51.84,8,1
1,54.0,69.0,20.55,3,2
0,25.0,7.0,59.5,6,2
0,56.0,2.0,25.92,4,1
0,53.0,5.999999358911452,45.35000053499458,4,1
0,34.0,50.99999966976573,47.839998979625996,4,1
1,30.0,18.0,27.22,4,0
0,60.0,26.0,90.1,3,2
0,59.0,50.0,25.2,5,2
0,54.0,15.0,48.41,7,0
0,35.0,25.0,84.6,6,2
1,36.0,34.0,55.48,8,1
1,53.0,28.0,94.5,3,2
1,30.0,1.0,19.2,6,2
1,46.0,50.0,99.4,5,2
0,38.0,71.0,80.7,3,2
1,20.0,67.0,80.74,8,0
1,29.0,41.0,45.03,8,1
1,22.0,68.0,110.0,0,2
0,66.0,12.0,43.42,2,1
1,36.0,10.0,46.25,2,1
0,38.0,32.0,46.49,8,0
0,44.0,14.0,37.19,4,1
0,53.0,21.0,102.5,8,0
0,61.0,11.0,60.25,9,0
0,48.0,48.0,104.5,5,2
0,34.0,58.0,59.78,8,1
0,63.0,30.0,64.98,2,0
1,69.0,12.0,103.59,2,0
0,55.0,10.0,98.7,5,2
0,57.0,22.0,39.58,9,0
0,35.0,63.0,119.83,2,0
0,36.0,2.0,45.07,2,0
1,49.0,38.0,20.56,7,0
1,24.0,15.00000007231171,44.13999835624832,4,1
0,27.0,58.0,106.45,5,2
1,43.0,11.0,31.75,2,1
